Zone_ID,Code_Zone,Latitude,Longitude,Type_Sol,Bassin_Versant,Type_Occupation_Sol,Altitude_m,Pluie_Annuelle_mm,Temperature_Moyenne_C,Pente_Terrain_pct,Distance_Cours_Eau_m,Surface_Bassin_km2,Impermeabilisation_pct,Humidite_Sol_pct,Distance_Drainage_m,Nb_Inondations_Historiques,Type_Climat,Alerte_Meteo,Niveau_Nappe_m,Observation_Terrain,Risque_Inondation
ZONE-1138,CZ209373,34.90798,-4.97511,Argileux,Sud,Agricole,12.6,6258,76.8,5.24,407.1,69.0,39.9,55.9,209,4,Humide,Non,387.5,,Risque
ZONE-1139,CZ744894,35.78797,-5.82504,Alluvial,Ouest,Mixte,7.8,9445,37.4,1.6,44.5,163.5,89.5,54.5,82,4,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1140,CZ985050,35.88933,-5.28012,Rocheux,Sud,Industriel,7.9,5031,63.7,1.81,410.1,164.1,94.4,50.9,127,2,Mediterraneen,Non,396.9,RAS,Risque
ZONE-1141,CZ250528,34.87636,-4.82164,Argileux,Ouest,Foret,5.8,7794,44.5,4.2,390.5,166.5,94.7,58.7,161,3,Mediterraneen,Oui,366.1,,Risque
ZONE-1142,CZ254455,34.5656,-5.66284,Rocheux,Est,Urbain,11.8,6950,47.6,1.74,381.2,151.4,83.6,48.5,163,5,Mediterraneen,Non,,,Risque
ZONE-1143,CZ880734,34.68677,-4.83086,Argileux,Ouest,Mixte,9.4,3299,60.3,6.18,406.0,115.3,69.4,49.1,219,3,Humide,Oui,,RAS,Risque
ZONE-1144,CZ441678,35.72993,-6.00108,Alluvial,Ouest,Agricole,6.1,6366,32.9,1.58,45.4,100.0,54.1,61.1,130,1,Mediterraneen,Non,43.4,Zone humide,Pas_de_risque
ZONE-1145,CZ378404,34.32881,-6.26683,Sableux,Ouest,Industriel,10.7,3761,57.4,2.31,223.7,102.8,50.3,54.2,207,2,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1146,CZ916698,35.17016,-6.04745,Argileux,Nord,Urbain,4.9,7445,72.7,6.09,386.7,182.9,97.9,58.6,142,1,Mediterraneen,Oui,376.6,RAS,Risque
ZONE-1147,CZ338245,35.6471,-4.85861,Rocheux,Est,Urbain,4.8,5300,47.8,0.88,405.0,91.0,61.1,47.0,133,1,Humide,Non,412.2,Sol sature,Pas_de_risque
ZONE-1148,CZ517582,34.84152,-5.29664,Alluvial,Ouest,Urbain,4.2,7456,36.4,1.62,48.5,155.4,88.0,54.1,195,2,Mediterraneen,Oui,48.4,Drainage faible,Risque
ZONE-1149,CZ793312,34.74692,-5.98933,Sableux,Sud,Urbain,7.7,5780,61.3,2.94,218.4,115.0,60.5,51.1,151,2,Humide,Non,215.1,Zone humide,Pas_de_risque
ZONE-1150,CZ336495,34.75923,-5.86683,Sableux,Est,Foret,5.0,6279,67.7,1.4,224.7,147.3,71.5,54.1,140,2,Mediterraneen,Non,217.4,RAS,Pas_de_risque
ZONE-1151,CZ234794,34.07854,-5.956,Sableux,Est,Foret,12.1,4546,61.6,3.02,231.8,138.2,78.1,61.2,232,3,Humide,Non,226.2,Sol sature,Pas_de_risque
ZONE-1152,CZ819128,34.99379,-4.66612,Rocheux,Est,Agricole,8.8,6724,44.3,2.14,395.3,111.1,66.4,68.3,174,2,Mediterraneen,Oui,376.7,,Risque
ZONE-1153,CZ525659,34.61287,-6.41948,Argileux,Nord,Agricole,5.1,4907,60.7,5.21,393.3,96.5,56.9,57.3,153,1,Humide,Non,381.3,,Risque
ZONE-1154,CZ215657,34.16705,-6.07775,Sableux,Ouest,Foret,4.6,8414,62.1,3.42,222.4,154.0,78.8,54.1,126,3,Mediterraneen,Non,220.9,,Pas_de_risque
ZONE-1155,CZ881738,34.67506,-4.8943,Rocheux,Ouest,Mixte,12.9,4997,35.8,1.64,390.0,93.7,51.5,62.1,183,1,Humide,Oui,392.1,,Pas_de_risque
ZONE-1156,CZ602237,35.97684,-4.54544,Rocheux,Nord,Industriel,4.7,4221,35.7,1.25,414.6,134.3,69.2,61.7,108,3,Humide,Oui,,Ruissellement important,Pas_de_risque
ZONE-1157,CZ893567,34.9419,-5.51554,Argileux,Est,Foret,2.8,4515,87.4,6.13,440.1,140.1,78.1,,109,0,Mediterraneen,Non,427.8,,Pas_de_risque
ZONE-1158,CZ271541,34.11989,-6.23805,Argileux,Nord,Mixte,10.0,7786,83.8,3.39,430.0,180.7,96.3,70.5,132,3,Mediterraneen,Non,416.9,Drainage faible,Risque
ZONE-1159,CZ381197,34.04937,-5.77449,Argileux,Est,Urbain,8.5,3595,62.0,4.52,401.4,111.2,59.4,55.7,231,5,Humide,Non,392.6,Sol sature,Pas_de_risque
ZONE-1160,CZ659070,35.26742,-5.31308,Argileux,Est,Agricole,4.5,4836,62.0,6.04,434.2,119.8,65.9,54.1,187,2,Humide,Non,435.6,RAS,Risque
ZONE-1161,CZ109726,35.79758,-5.39378,Argileux,Est,Industriel,7.3,1800,78.8,4.42,375.7,139.7,74.1,50.7,128,0,Humide,Non,369.6,Ruissellement important,Pas_de_risque
ZONE-1162,CZ838924,35.15699,-5.11316,Sableux,Sud,Foret,6.6,6924,59.0,2.57,247.0,99.4,48.1,52.4,120,3,Mediterraneen,Oui,,Drainage faible,Risque
ZONE-1163,CZ285550,35.66483,-4.54905,Argileux,Ouest,Agricole,7.8,4977,83.2,5.68,398.5,64.9,39.6,60.9,182,2,Humide,Non,378.6,Zone humide,Pas_de_risque
ZONE-1164,CZ526583,35.82268,-6.45813,Sableux,Nord,Foret,7.5,4433,55.3,3.47,241.0,95.9,44.5,62.0,218,1,Humide,Non,229.7,Sol sature,Pas_de_risque
ZONE-1165,CZ659603,34.21267,-6.27172,Alluvial,Ouest,Industriel,7.8,7654,40.2,1.4,44.1,123.4,60.6,57.7,199,3,Mediterraneen,Oui,,RAS,Risque
ZONE-1166,CZ615584,34.41766,-6.38287,Sableux,Nord,Industriel,11.9,5746,79.9,2.18,232.1,175.9,84.1,54.2,142,1,Mediterraneen,Non,234.3,RAS,Risque
ZONE-1167,CZ851395,35.58282,-4.66842,Argileux,Sud,Urbain,5.1,5863,91.9,5.2,380.4,157.2,81.5,51.2,198,2,Mediterraneen,Non,361.0,RAS,Risque
ZONE-1168,CZ780206,34.56067,-6.23564,Rocheux,Nord,Industriel,9.1,6142,45.3,1.25,439.5,153.8,84.4,61.3,231,1,Mediterraneen,Non,,RAS,Risque
ZONE-1169,CZ466330,34.89077,-6.47087,Rocheux,Nord,Urbain,7.0,5437,48.5,1.61,393.6,136.8,83.7,56.1,166,0,Mediterraneen,Oui,372.1,Ruissellement important,Pas_de_risque
ZONE-1170,CZ581799,35.02341,-5.53341,Alluvial,Sud,Foret,10.6,9500,47.4,1.42,41.8,137.3,79.6,51.6,152,1,Mediterraneen,Non,40.6,RAS,Risque
ZONE-1171,CZ202166,35.03712,-6.00831,Alluvial,Nord,Foret,7.9,6245,45.1,1.27,50.2,162.9,78.8,62.2,156,0,Mediterraneen,Oui,50.8,,Pas_de_risque
ZONE-1172,CZ428821,34.47385,-6.30607,Alluvial,Est,Industriel,10.2,4462,45.9,1.75,46.8,80.6,46.8,52.6,156,2,Mediterraneen,Non,44.8,RAS,Pas_de_risque
ZONE-1173,CZ769211,35.46312,-5.75576,Rocheux,Nord,Foret,10.6,6334,60.1,1.0,414.9,161.5,83.1,50.2,275,2,Mediterraneen,Oui,405.1,Zone humide,Risque
ZONE-1174,CZ858678,35.33844,-5.53239,Alluvial,Ouest,Urbain,6.8,3809,25.7,1.64,48.6,117.5,63.1,50.2,129,3,Humide,Non,47.1,RAS,Pas_de_risque
ZONE-1175,CZ691451,34.63461,-4.67608,Rocheux,Ouest,Agricole,4.4,7944,38.6,1.14,397.2,104.8,58.0,55.2,186,1,Mediterraneen,Non,382.8,,Pas_de_risque
ZONE-1176,CZ540210,35.78132,-5.30611,Rocheux,Sud,Agricole,2.3,7158,50.5,1.56,398.3,114.7,62.4,44.7,51,2,Mediterraneen,Oui,399.9,Zone humide,Pas_de_risque
ZONE-1177,CZ433977,35.72696,-5.8824,Alluvial,Est,Agricole,4.9,6568,42.1,0.97,43.5,112.8,53.8,64.8,168,3,Mediterraneen,Non,,,Pas_de_risque
ZONE-1178,CZ142598,34.6252,-5.67863,Alluvial,Nord,Urbain,14.0,3276,46.6,1.66,44.1,138.5,75.1,56.4,193,3,Humide,Non,,,Pas_de_risque
ZONE-1179,CZ593891,35.56677,-4.68149,Alluvial,Est,Industriel,9.4,8155,33.1,1.09,52.8,146.0,88.7,55.5,115,3,Mediterraneen,Non,51.8,RAS,Pas_de_risque
ZONE-1180,CZ799774,35.33871,-6.03744,Rocheux,Sud,Mixte,11.0,8992,44.1,1.73,394.6,202.3,108.0,50.6,208,2,Mediterraneen,Non,389.9,RAS,Risque
ZONE-1181,CZ170474,34.76679,-6.16344,Argileux,Sud,Mixte,10.8,3564,79.3,5.51,397.4,131.0,67.1,56.1,156,2,Humide,Non,396.0,Sol sature,Risque
ZONE-1182,CZ803022,34.46615,-5.10963,Rocheux,Est,Agricole,6.9,4684,40.6,0.3,406.8,140.8,80.6,47.5,176,1,Mediterraneen,Oui,390.4,RAS,Pas_de_risque
ZONE-1183,CZ987935,35.79011,-4.79352,Alluvial,Nord,Industriel,8.0,5023,36.8,1.05,46.0,137.3,77.5,51.1,168,3,Mediterraneen,Non,43.8,RAS,Pas_de_risque
ZONE-1184,CZ897955,34.86107,-6.26172,Sableux,Sud,Agricole,1.8,5388,70.3,2.7,224.5,106.3,61.1,40.6,99,0,Humide,Oui,,,Risque
ZONE-1185,CZ737509,34.64145,-5.37514,Argileux,Nord,Mixte,9.7,4133,79.6,3.82,414.2,81.7,45.9,52.3,218,4,Humide,Non,415.1,RAS,Risque
ZONE-1186,CZ244926,34.66031,-6.2864,Argileux,Sud,Industriel,8.3,4468,57.8,4.18,390.5,125.0,75.4,44.5,184,2,Humide,Non,372.4,Ruissellement important,Pas_de_risque
ZONE-1187,CZ119782,35.60596,-4.53841,Argileux,Est,Industriel,10.0,7797,74.3,5.33,382.7,131.6,63.6,51.8,183,2,Mediterraneen,Non,366.6,Sol sature,Risque
ZONE-1188,CZ673987,35.93923,-5.03058,Sableux,Ouest,Industriel,13.5,3557,56.5,3.29,245.1,99.0,60.6,68.3,190,3,Humide,Non,241.8,RAS,Pas_de_risque
ZONE-1189,CZ235393,34.71192,-6.20299,Argileux,Sud,Industriel,6.4,7550,71.6,5.02,387.9,153.9,92.1,53.4,202,0,Mediterraneen,Non,383.9,RAS,Risque
ZONE-1190,CZ696682,34.14455,-5.34843,Rocheux,Est,Agricole,7.7,7478,51.1,1.55,411.3,202.5,108.1,59.8,167,2,Mediterraneen,Non,391.7,RAS,Risque
ZONE-1191,CZ960894,34.74416,-4.98035,Argileux,Est,Agricole,6.0,6856,61.4,4.75,408.5,142.4,75.4,47.4,193,2,Mediterraneen,Oui,401.3,Ruissellement important,Risque
ZONE-1192,CZ205315,35.66587,-4.52846,Argileux,Sud,Foret,7.1,6750,56.9,4.79,435.2,144.9,76.5,40.2,151,3,Mediterraneen,Non,430.5,Drainage faible,Pas_de_risque
ZONE-1193,CZ259484,34.43206,-4.56546,Alluvial,Est,Mixte,6.6,6621,38.3,0.97,45.8,147.9,86.3,62.0,123,2,Humide,Non,45.8,,Pas_de_risque
ZONE-1194,CZ453791,34.98472,-5.09827,Sableux,Est,Mixte,7.6,7913,76.3,3.6,231.6,179.2,103.1,52.3,169,2,Mediterraneen,Non,226.5,Zone humide,Pas_de_risque
ZONE-1195,CZ426160,35.27065,-6.10703,Alluvial,Est,Agricole,6.5,6195,41.3,1.69,45.6,84.6,49.3,59.4,180,1,Mediterraneen,Oui,,,Pas_de_risque
ZONE-1196,CZ460466,35.79671,-5.33463,Sableux,Est,Industriel,7.9,5512,55.3,2.08,218.6,127.2,70.3,46.7,193,1,Humide,Oui,216.6,Drainage faible,Risque
ZONE-1197,CZ127302,35.11634,-5.806,Alluvial,Est,Foret,10.6,9160,37.5,2.2,39.8,134.0,82.3,,176,1,Mediterraneen,Non,40.0,,Risque
ZONE-1198,CZ222989,35.69133,-6.27153,Alluvial,Sud,Agricole,7.9,5385,44.1,1.02,45.6,128.9,65.0,41.6,137,2,Humide,Non,,Zone humide,Pas_de_risque
ZONE-1199,CZ739169,34.80848,-4.51347,Alluvial,Sud,Industriel,6.3,8917,27.6,0.71,49.5,176.0,99.0,44.1,195,2,Mediterraneen,Non,49.2,Ruissellement important,Pas_de_risque
ZONE-1200,CZ782954,35.02948,-6.30084,Alluvial,Ouest,Foret,9.9,3358,32.1,0.1,44.8,139.2,74.5,54.4,188,3,Humide,Non,42.5,,Pas_de_risque
ZONE-1201,CZ816825,34.746,-6.08193,Rocheux,Sud,Industriel,6.3,6427,42.8,1.71,379.4,107.2,65.0,56.6,191,2,Humide,Non,368.3,Sol sature,Pas_de_risque
ZONE-1202,CZ565994,34.97624,-4.87387,Alluvial,Ouest,Agricole,10.8,6949,41.4,1.37,42.0,121.0,67.2,52.1,256,1,Mediterraneen,Non,38.7,RAS,Pas_de_risque
ZONE-1203,CZ345160,35.51238,-5.71249,Alluvial,Nord,Agricole,9.2,4433,38.2,1.23,42.0,110.1,53.7,64.2,181,3,Humide,Non,41.6,RAS,Pas_de_risque
ZONE-1204,CZ823503,35.0159,-4.99934,Argileux,Nord,Agricole,5.4,3938,86.6,3.4,404.0,147.3,75.7,53.8,145,1,,Non,392.7,RAS,Risque
ZONE-1205,CZ419532,34.93881,-4.78428,Sableux,Sud,Industriel,11.2,5679,,3.68,201.7,94.6,56.8,49.8,122,4,Humide,Non,203.0,Sol sature,Pas_de_risque
ZONE-1206,CZ607656,34.3686,-6.42128,Argileux,Nord,Agricole,3.2,4991,67.2,3.64,396.8,123.9,68.9,60.1,199,1,Humide,Oui,386.2,Drainage faible,Risque
ZONE-1207,CZ445876,35.78088,-5.97456,Argileux,Nord,Urbain,7.3,8141,77.2,2.71,404.5,135.0,67.3,60.3,199,3,Mediterraneen,Non,396.6,,Risque
ZONE-1208,CZ901555,34.3229,-4.57851,Rocheux,Sud,Agricole,5.3,7394,44.6,0.91,374.4,136.2,78.9,48.2,146,2,Mediterraneen,Non,370.2,Ruissellement important,Pas_de_risque
ZONE-1209,CZ936002,34.06478,-5.82831,Rocheux,Nord,Foret,5.3,6093,49.1,1.35,392.2,101.6,59.4,56.1,122,2,Humide,Non,,RAS,Pas_de_risque
ZONE-1210,CZ659650,34.48799,-4.56653,Rocheux,Sud,Mixte,7.6,5193,47.2,2.6,407.4,149.9,77.3,51.5,178,4,Mediterraneen,Non,390.4,RAS,Risque
ZONE-1211,CZ393313,35.52771,-5.47184,Sableux,Sud,Mixte,9.5,4773,61.3,2.52,223.1,102.2,58.8,48.3,176,1,Humide,Non,219.7,Drainage faible,Pas_de_risque
ZONE-1212,CZ769250,34.26756,-4.59339,Sableux,Est,Industriel,10.7,8465,57.8,2.96,224.5,159.5,80.2,57.2,213,0,Mediterraneen,Non,218.1,Sol sature,Risque
ZONE-1213,CZ113731,34.02519,-5.21103,Argileux,Sud,Urbain,4.7,8414,80.0,5.92,400.1,132.9,75.1,57.1,83,2,Mediterraneen,Non,388.0,RAS,Risque
ZONE-1214,CZ132940,35.5036,-5.36346,Argileux,Nord,Mixte,2.7,6009,82.5,5.71,416.9,123.0,70.9,45.5,164,2,Mediterraneen,Non,417.7,Ruissellement important,Risque
ZONE-1215,CZ824886,34.91015,-6.17289,Argileux,Nord,Foret,8.0,3536,67.5,6.9,399.1,107.9,57.7,56.7,186,0,Humide,Non,384.4,Sol sature,Pas_de_risque
ZONE-1216,CZ132930,34.32671,-6.29137,Argileux,Est,Mixte,8.4,4128,74.8,6.23,389.3,153.5,88.2,53.2,153,2,Humide,Oui,383.2,Drainage faible,Risque
ZONE-1217,CZ944124,35.014,-5.35566,Sableux,Sud,Mixte,7.1,8303,67.0,2.33,213.5,150.7,90.9,53.9,198,1,Mediterraneen,Non,208.6,Ruissellement important,Risque
ZONE-1218,CZ232283,35.65007,-4.78334,Alluvial,Nord,Agricole,8.8,8911,28.6,0.78,51.0,177.8,82.3,65.5,209,2,Mediterraneen,Oui,48.5,RAS,Risque
ZONE-1219,CZ455050,35.94559,-4.53387,Rocheux,Ouest,Agricole,6.9,7895,53.3,1.77,412.5,159.6,90.5,55.0,210,0,Mediterraneen,Oui,394.3,RAS,Risque
ZONE-1220,CZ605173,34.37646,-6.1315,Argileux,Est,Industriel,10.8,6845,68.6,5.4,375.6,150.7,80.7,57.8,128,1,Mediterraneen,Non,362.3,,Risque
ZONE-1221,CZ965404,35.02567,-5.8134,Alluvial,Sud,Urbain,7.0,6916,38.6,1.4,50.8,139.4,72.0,57.9,177,2,Mediterraneen,Non,51.1,,Pas_de_risque
ZONE-1222,CZ855664,35.82357,-6.20677,Alluvial,Est,Foret,9.9,5868,36.2,1.5,42.4,124.2,75.6,55.0,159,3,Humide,Oui,42.7,,Pas_de_risque
ZONE-1223,CZ683247,34.67136,-5.35084,Argileux,Ouest,Foret,7.4,8858,55.3,4.45,396.1,133.0,81.2,59.8,236,1,Mediterraneen,Non,391.9,RAS,Risque
ZONE-1224,CZ987278,35.9712,-5.12664,Sableux,Ouest,Urbain,4.3,7904,74.8,1.79,253.7,159.7,83.0,66.3,178,3,Mediterraneen,Non,248.0,Drainage faible,Pas_de_risque
ZONE-1225,CZ704494,34.63144,-4.91727,Alluvial,Nord,Urbain,6.9,6906,29.9,1.18,48.5,95.5,53.7,51.6,187,2,Humide,Oui,44.9,RAS,Pas_de_risque
ZONE-1226,CZ262434,34.59885,-6.29969,Argileux,Est,Urbain,9.5,3618,88.3,2.87,395.6,115.9,68.2,47.1,193,3,Humide,Non,388.3,Ruissellement important,Pas_de_risque
ZONE-1227,CZ642462,35.50569,-5.49993,Argileux,Nord,Urbain,8.8,3763,77.4,5.13,422.7,152.5,88.5,63.4,174,0,Mediterraneen,Non,397.9,Ruissellement important,Risque
ZONE-1228,CZ924187,34.42301,-5.02793,Argileux,Sud,Industriel,6.7,8878,76.2,6.37,396.1,177.0,89.2,59.2,125,0,Mediterraneen,Oui,386.2,Ruissellement important,Risque
ZONE-1229,CZ553572,34.70344,-5.61964,Rocheux,Ouest,Industriel,10.1,8815,48.3,1.57,385.4,169.1,101.8,56.8,219,2,Mediterraneen,Non,,RAS,Risque
ZONE-1230,CZ512857,34.16336,-6.06455,Rocheux,Est,Mixte,5.7,7278,44.0,1.57,403.9,122.8,84.3,55.6,141,2,Mediterraneen,Non,390.1,,Pas_de_risque
ZONE-1231,CZ561122,34.57081,-5.32838,Alluvial,Sud,Industriel,9.5,9500,37.1,0.82,49.0,137.9,68.4,48.0,166,4,Mediterraneen,Oui,47.1,Ruissellement important,Risque
ZONE-1232,CZ706962,34.20727,-5.09519,Sableux,Sud,Industriel,7.0,2799,57.0,,224.6,99.8,63.1,46.8,171,3,Humide,Oui,220.2,Ruissellement important,Pas_de_risque
ZONE-1233,CZ509675,34.17483,-4.62701,Argileux,Nord,Mixte,7.0,4942,77.1,6.33,402.3,93.3,57.4,47.9,189,3,Humide,Non,,Ruissellement important,Pas_de_risque
ZONE-1234,CZ457395,35.90663,-4.69362,Alluvial,Nord,Foret,8.3,3526,41.3,1.16,45.3,80.6,44.6,60.5,116,1,Humide,Oui,,Sol sature,Pas_de_risque
ZONE-1235,CZ789566,35.63564,-4.54211,Sableux,Nord,Mixte,7.3,9265,67.3,2.03,231.6,127.0,76.6,60.5,169,0,Mediterraneen,Non,229.6,RAS,Pas_de_risque
ZONE-1236,CZ784547,35.6045,-5.72979,Argileux,Est,Industriel,10.4,7912,63.2,3.55,402.1,143.3,80.2,47.4,208,2,Mediterraneen,Non,,RAS,Risque
ZONE-1237,CZ764164,34.47667,-4.91209,Rocheux,Nord,Agricole,10.4,8235,46.1,1.01,409.7,117.6,78.2,63.5,192,4,Mediterraneen,Non,,Sol sature,Risque
ZONE-1238,CZ760284,35.46202,-6.34676,Sableux,Est,Industriel,8.1,4796,62.4,1.8,238.0,87.8,50.8,57.7,166,2,Humide,Oui,230.9,Sol sature,Pas_de_risque
ZONE-1239,CZ731121,35.46952,-5.85693,Argileux,Sud,Agricole,4.5,8292,77.5,5.95,408.3,90.6,57.6,47.9,111,1,Humide,Oui,392.6,RAS,Risque
ZONE-1240,CZ812917,35.24111,-5.2233,Argileux,Ouest,Foret,3.5,7374,69.4,3.76,402.0,157.8,79.2,60.8,145,1,Mediterraneen,Non,,RAS,Risque
ZONE-1241,CZ400242,35.48671,-5.05334,Alluvial,Est,Mixte,5.2,6826,40.8,1.36,48.2,136.2,62.7,51.3,155,1,Mediterraneen,Oui,48.5,RAS,Pas_de_risque
ZONE-1242,CZ773166,35.14336,-5.83668,Rocheux,Sud,Industriel,9.0,7622,45.4,1.15,404.7,97.2,61.4,57.1,120,1,Mediterraneen,Non,394.0,RAS,Risque
ZONE-1243,CZ862473,34.80452,-6.39755,Rocheux,Nord,Urbain,5.6,6458,53.0,2.19,387.2,130.0,68.7,54.7,127,2,Humide,Non,391.9,RAS,Pas_de_risque
ZONE-1244,CZ305671,34.31832,-5.79169,Alluvial,Est,Agricole,6.7,4538,55.2,1.53,43.3,71.3,42.2,61.3,165,1,Humide,Non,,RAS,Pas_de_risque
ZONE-1245,CZ662080,35.32698,-4.82742,Alluvial,Ouest,Industriel,12.2,7596,42.5,1.77,49.8,125.1,72.0,57.7,162,1,Mediterraneen,Non,48.5,Sol sature,Pas_de_risque
ZONE-1246,CZ884681,34.20499,-5.42907,Alluvial,Sud,Foret,10.1,7087,43.3,1.09,48.7,144.2,83.3,63.9,211,5,Mediterraneen,Non,,RAS,Risque
ZONE-1247,CZ413651,34.72354,-5.45149,Sableux,Nord,Agricole,9.7,4690,61.4,3.46,232.7,114.8,58.1,53.2,162,3,Humide,Non,,Sol sature,Risque
ZONE-1248,CZ634580,34.77274,-5.96548,Rocheux,Sud,Agricole,2.4,7998,47.7,1.22,386.1,168.8,94.5,44.6,196,1,Mediterraneen,Non,373.3,RAS,Risque
ZONE-1249,CZ208775,35.84154,-4.56316,Argileux,Est,Urbain,2.5,6770,79.3,3.27,418.9,143.6,83.9,52.0,185,0,Mediterraneen,Non,416.6,RAS,Risque
ZONE-1250,CZ469061,35.29119,-4.71588,Alluvial,Ouest,Agricole,13.6,8107,43.7,0.95,48.2,178.1,105.7,59.2,275,4,Mediterraneen,Oui,,RAS,Risque
ZONE-1251,CZ709723,35.49621,-6.08344,Sableux,Ouest,Agricole,12.8,3993,70.5,3.9,227.9,100.9,49.6,57.4,240,6,Humide,Oui,222.8,RAS,Risque
ZONE-1252,CZ885786,34.53772,-6.45793,Alluvial,Sud,Urbain,9.6,6933,39.2,1.84,47.9,134.9,81.5,48.5,208,6,Mediterraneen,Oui,43.8,,Risque
ZONE-1253,CZ957759,35.8932,-5.04739,Rocheux,Nord,Urbain,4.4,7751,51.3,0.72,400.0,95.7,56.7,59.0,112,6,Humide,Non,398.1,,Pas_de_risque
ZONE-1254,CZ182212,34.4354,-4.56796,Alluvial,Est,Industriel,7.6,6247,39.5,0.79,49.0,115.3,51.1,50.7,193,2,Humide,Non,48.0,RAS,Pas_de_risque
ZONE-1255,CZ254404,35.91957,-5.14769,Alluvial,Sud,Urbain,7.8,7769,39.5,1.09,49.9,93.9,57.1,40.9,219,1,Mediterraneen,Non,50.4,Sol sature,Pas_de_risque
ZONE-1256,CZ539628,34.88413,-5.83179,Alluvial,Nord,Industriel,8.0,8758,43.8,0.73,47.6,149.6,89.9,60.9,172,0,Mediterraneen,Non,43.1,Sol sature,Pas_de_risque
ZONE-1257,CZ932119,35.94954,-4.84879,Sableux,Sud,Agricole,8.7,4924,65.9,3.56,212.2,166.1,97.9,54.0,176,3,Mediterraneen,Non,208.2,RAS,Risque
ZONE-1258,CZ364019,35.06696,-5.30721,Argileux,Sud,Foret,8.2,4391,64.0,1.85,395.9,135.6,80.3,39.3,190,1,Humide,Non,392.9,Ruissellement important,Pas_de_risque
ZONE-1259,CZ945753,35.53434,-4.55462,Argileux,Sud,Foret,5.7,7961,74.0,3.87,402.9,152.0,73.0,52.7,100,1,Mediterraneen,Non,409.5,,Pas_de_risque
ZONE-1260,CZ745190,35.37143,-4.78204,Alluvial,Est,Foret,4.5,4865,40.8,2.03,42.4,141.2,77.4,58.9,142,4,Humide,Non,39.9,Ruissellement important,Pas_de_risque
ZONE-1261,CZ314223,35.66127,-5.35733,Argileux,Sud,Agricole,9.3,9500,76.4,6.81,420.4,141.9,71.8,46.6,168,3,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1262,CZ313299,35.14243,-5.0092,Rocheux,Nord,Foret,4.1,8108,43.1,1.89,377.9,105.4,62.8,58.6,120,4,Mediterraneen,Non,375.4,Zone humide,Pas_de_risque
ZONE-1263,CZ787635,35.09937,-4.78447,Argileux,Sud,Industriel,5.0,4135,65.1,3.4,347.9,107.3,62.0,47.7,114,5,Humide,Non,346.6,Zone humide,Pas_de_risque
ZONE-1264,CZ390693,35.92578,-6.14884,Argileux,Nord,Agricole,11.0,8478,60.8,4.58,413.1,164.5,86.0,60.7,217,4,Mediterraneen,Non,,Sol sature,Risque
ZONE-1265,CZ249457,35.97856,-6.39051,Rocheux,Ouest,Agricole,6.7,6808,52.4,1.17,406.5,126.4,74.3,53.7,175,1,Mediterraneen,Non,405.8,,Pas_de_risque
ZONE-1266,CZ398303,34.73046,-5.42917,Sableux,Est,Foret,11.3,6563,48.0,3.95,220.3,135.8,73.7,48.3,169,2,Mediterraneen,Oui,212.1,Sol sature,Risque
ZONE-1267,CZ319188,35.86309,-6.32198,Rocheux,Est,Agricole,10.5,6266,45.2,2.22,394.6,127.9,71.9,66.0,209,3,Mediterraneen,Oui,,Drainage faible,Risque
ZONE-1268,CZ396773,35.37965,-5.29512,Argileux,Ouest,Agricole,8.4,6267,78.7,2.83,428.7,155.7,86.0,67.8,210,2,Mediterraneen,Non,416.0,RAS,Risque
ZONE-1269,CZ905983,34.86936,-6.11432,Argileux,Est,Agricole,5.7,5455,72.6,3.83,384.6,82.5,44.1,44.2,155,0,Humide,Non,381.4,,Risque
ZONE-1270,CZ954727,34.96318,-5.13887,Sableux,Est,Urbain,7.7,6165,63.5,3.78,231.7,199.0,103.6,52.4,167,0,Mediterraneen,Oui,234.6,Zone humide,Risque
ZONE-1271,CZ128876,35.13178,-5.26889,Argileux,Est,Agricole,9.4,6403,71.4,6.22,406.2,133.1,77.3,48.6,155,3,Mediterraneen,Non,393.6,RAS,Risque
ZONE-1272,CZ963165,35.76447,-6.20597,Rocheux,Sud,Agricole,8.6,6371,37.4,1.52,398.8,100.4,55.3,45.8,226,2,Humide,Oui,385.8,RAS,Pas_de_risque
ZONE-1273,CZ633037,34.94163,-6.10214,Alluvial,Nord,Mixte,7.0,7174,36.1,1.64,55.8,151.0,83.4,58.3,82,3,Mediterraneen,Non,56.2,RAS,Pas_de_risque
ZONE-1274,CZ224034,35.60441,-5.80248,Rocheux,Est,Industriel,6.4,5763,39.7,1.32,401.6,176.1,102.7,62.3,150,1,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1275,CZ594209,35.61181,-5.94065,Argileux,Ouest,Foret,6.8,6073,67.8,4.93,407.9,97.5,58.0,64.6,185,0,Humide,Non,381.4,RAS,Pas_de_risque
ZONE-1276,CZ761809,35.01155,-6.46402,Rocheux,Nord,Urbain,9.6,4095,51.6,1.29,388.1,150.0,82.4,55.7,213,4,Humide,Non,370.0,RAS,Pas_de_risque
ZONE-1277,CZ346256,34.30969,-6.13415,Alluvial,Sud,Mixte,7.3,5313,39.5,1.62,47.9,146.7,87.3,49.8,146,6,Mediterraneen,Non,48.4,,Pas_de_risque
